invoice_id,vendor_id,vendor_name,amount,lines_sum,hour,is_new_vendor,vendor_avg_amount,amount_vs_avg_ratio,risk
56,13,Arnold Ltd,1225.6669007999246,1225.6669007999246,14,0,1307.945374500011,0.9370933409726389,0
57,25,"Walter, Edwards and Rios",1716.980882583402,1716.980882583402,15,1,1841.319704178954,0.9324729859169162,1
58,2,Doyle Ltd,495.88911567341955,495.88911567341955,0,0,944.1325143219481,0.5252325369067016,1
59,14,"Mcclure, Ward and Lee",1239.0469701698264,1239.0469701698264,14,1,1527.0658821149511,0.8113906444257499,1
60,18,"Flowers, Martin and Kelly",162.0908585722604,162.0908585722604,8,0,191.69558938161427,0.8455638394975337,1
61,40,"Romero, Gonzalez and Brooks",1037.2854692105434,1037.2854692105434,13,1,1292.7127943743421,0.8024098420968885,1
62,9,Garcia-James,358.44911002569177,358.44911002569177,18,1,357.0189084166718,1.0040059547976399,1
63,12,Dudley Group,3059.9227053664504,3059.9227053664504,15,0,1997.8557194510345,1.5316034464226715,0
64,17,James Group,843.1063044952589,843.1063044952589,9,1,1091.984182043731,0.7720865543283986,1
65,40,"Romero, Gonzalez and Brooks",1099.9608402658876,1099.9608402658876,18,0,1283.7591699378645,0.8568280297613197,0
66,35,"Dyer, Potter and Mack",1024.1792084271356,1024.1792084271356,18,0,1115.7560121710942,0.9179239880896864,0
67,2,Doyle Ltd,1355.0747166018434,1355.0747166018434,9,0,836.734314205895,1.6194802741989622,1
68,10,Abbott-Munoz,683.8306458318449,683.8306458318449,16,0,884.4869252519509,0.7731382186763835,0
69,33,"Ferrell, Rice and Maddox",729.3855543618034,729.3855543618034,12,0,709.287029858448,1.028336235765324,0
70,3,"Mcclain, Miller and Henderson",2718.624714604558,2718.624714604558,14,1,1211.6645182556615,2.2437107579236115,1
71,35,"Dyer, Potter and Mack",638.9619582783382,638.9619582783382,12,0,1192.7994622008537,0.5356826344466815,0
72,12,Dudley Group,1348.2375507584413,1348.2375507584413,16,0,2111.9680630915686,0.6383797057919742,0
73,37,Smith-Bowen,272.8645450884965,314.5920257247645,18,1,300.35280369955035,0.9084800998276982,1
74,12,Dudley Group,1972.8524767860554,1972.8524767860554,16,0,2070.327068023061,0.9529182645860474,0
75,18,"Flowers, Martin and Kelly",111.92860901227215,111.92860901227215,18,0,195.03973935228015,0.5738759156671506,0
76,27,Baker and Sons,1092.1420729218223,1092.1420729218223,0,0,941.7491181813637,1.1596953496817564,1
77,6,"Gardner, Robinson and Lawrence",1689.9640062394064,1689.9640062394064,18,0,2067.1385351564863,0.817537856073818,0
78,23,Perez Inc,2671.8563931972562,2671.8563931972562,8,0,1967.7708526642707,1.357808705002255,0
79,21,Gray-Mayo,1306.3542052357448,1306.3542052357448,10,0,1485.9565659761743,0.8791335057479001,0
80,32,Carlson-Cruz,1651.6961773356977,1726.0488023771893,15,0,2048.59486679908,0.8062580865080782,1
81,40,"Romero, Gonzalez and Brooks",1641.1087016512993,1641.1087016512993,14,0,1206.4523325970913,1.3602764546184243,0
82,27,Baker and Sons,1073.9175376229466,1073.9175376229466,8,0,943.1510055120464,1.138648563535068,0
83,17,James Group,742.369726803488,742.369726803488,9,0,1104.5762542552025,0.672085538634049,0
84,17,James Group,1294.33890083151,1294.33890083151,5,0,1035.5801075016996,1.2498684471199981,1
85,17,James Group,873.6411602874787,873.6411602874787,13,0,1088.1673250697036,0.8028555353208356,0
86,33,"Ferrell, Rice and Maddox",726.8807767911121,726.8807767911121,14,0,709.6001270547845,1.0243526587404252,0
87,13,Arnold Ltd,914.5536283584952,914.5536283584952,9,0,1328.6862593294397,0.6883142065607357,0
88,7,Blake and Sons,1715.327838924839,1715.327838924839,9,0,1458.9900106725454,1.1756953963887184,0
89,14,"Mcclure, Ward and Lee",1352.2632911819933,1352.2632911819933,0,0,1510.8921219703557,0.8950098233476164,1
90,1,"Rodriguez, Figueroa and Sanchez",1131.4764520024366,1131.4764520024366,9,0,1497.5469718677361,0.7555532302210611,0
91,5,"Guzman, Hoffman and Baldwin",279.29301088973097,287.96528912647693,0,0,266.27640148805074,1.0488838264635492,1
92,4,Davis and Sons,2026.4602498490472,2026.4602498490472,14,0,1412.906664748124,1.434249197352537,0
93,31,Burton Ltd,1345.5797733299453,1345.5797733299453,8,0,1593.2393747281276,0.8445559372141156,0
94,29,"Ross, Robinson and Bright",353.69220400557305,353.69220400557305,14,0,368.3343498894383,0.9602476774477854,0
95,28,"Hoffman, Baker and Richards",144.83422368631835,144.83422368631835,2,0,136.19756105270886,1.063412755462391,1
96,19,"Adams, Zuniga and Wong",1425.0917717887949,1417.8712251041488,13,0,1573.6372664561238,0.9056037259451426,1
97,29,"Ross, Robinson and Bright",307.0581211644691,307.0581211644691,13,0,372.9977581735487,0.823217068831821,0
98,7,Blake and Sons,1384.188579299037,1384.188579299037,15,0,1486.5849489746954,0.9311197320097437,0
99,37,Smith-Bowen,426.4682034131074,426.4682034131074,13,0,274.75219397878186,1.5521921671935477,0
100,21,Gray-Mayo,1178.203215038851,1178.203215038851,16,0,1500.1955648869402,0.7853664166295842,0
101,38,"Baker, Mason and White",534.8202319136432,534.8202319136432,16,0,1003.0947985122791,0.533170177641088,0
102,7,Blake and Sons,2295.0575832520094,2295.0575832520094,23,0,1410.679198645281,1.6269167259686144,1
103,20,"Reid, Ferguson and Sanchez",2424.329206096383,2424.329206096383,4,1,1367.1626009990382,1.773255942142385,1
104,28,"Hoffman, Baker and Richards",122.3693738551526,122.3693738551526,0,0,139.40682531430397,0.8777861025043856,1
105,20,"Reid, Ferguson and Sanchez",789.7912347726033,755.0207296915157,18,0,1530.6163981314162,0.5159955399254733,1
106,18,"Flowers, Martin and Kelly",166.35445835853247,166.35445835853247,16,0,191.4113493958628,0.869094016021435,1
107,7,Blake and Sons,1161.458653052176,1161.458653052176,5,0,1505.145776161934,0.7716585804823853,1
108,16,Galloway-Wyatt,569.9984988969,569.9984988969,13,0,532.6138673503209,1.0701908715455763,0
109,10,Abbott-Munoz,1058.3122647202115,1058.3122647202115,13,0,837.676722890905,1.2633898445546767,1
110,13,Arnold Ltd,898.537383818716,898.537383818716,10,0,1329.754008965425,0.6757169955951445,0
111,28,"Hoffman, Baker and Richards",161.28300621801785,161.28300621801785,14,0,133.84773497675178,1.204973743082252,0
112,26,Wilkerson-Day,717.5903568522436,717.5903568522436,9,0,401.0297226581091,1.789369506319642,0
113,25,"Walter, Edwards and Rios",1636.719520670598,1636.719520670598,18,0,1861.385044657155,0.8793019613908322,0
114,15,Williams and Sons,840.6863091700034,840.6863091700034,17,1,1092.9099959210446,0.7692182451506623,1
115,39,Harrell LLC,475.2967289497622,475.2967289497622,9,1,510.52835022942105,0.930989882807044,1
116,4,Davis and Sons,1644.2922216050606,1564.4737188103418,16,0,1442.3042053822767,1.1400453631550271,1
117,14,"Mcclure, Ward and Lee",1204.1018120113413,1204.1018120113413,9,0,1532.0580475661632,0.7859374610016799,1
118,5,"Guzman, Hoffman and Baldwin",151.58378577133735,151.58378577133735,15,0,276.91883691458355,0.5473942742945068,0
119,14,"Mcclure, Ward and Lee",1723.7930121591091,1723.7930121591091,8,0,1457.8164475450535,1.1824485963661318,0
120,39,Harrell LLC,446.671809384288,446.671809384288,5,0,512.7302671190729,0.8711633348544958,1
121,15,Williams and Sons,1451.7226093309416,1451.7226093309416,13,0,970.7027358888569,1.495537774498619,0
122,37,Smith-Bowen,290.42168945802155,290.42168945802155,15,0,297.4266129712962,0.9764482288814192,0
123,20,"Reid, Ferguson and Sanchez",1944.8693152487301,1934.8318150851476,16,0,1415.1085900838034,1.3743604758512236,1
124,28,"Hoffman, Baker and Richards",146.67386366420232,146.67386366420232,5,0,135.9347553415826,1.079001932181612,1
125,19,"Adams, Zuniga and Wong",1338.9569086729052,1286.3663888015205,12,0,1581.4677085575684,0.8466545990332908,1
126,11,Blair PLC,1046.7876687864969,1046.7876687864969,18,1,718.05417116743,1.4578115563128111,1
127,31,Burton Ltd,1385.4710051311336,1462.4117005944768,23,0,1588.2529707529793,0.8723238870910417,1
128,39,Harrell LLC,393.00971490550046,393.00971490550046,16,0,516.8581205405181,0.7603822002341766,0
129,11,Blair PLC,709.6461367141803,709.6461367141803,10,0,774.2444265128162,0.9165660254222489,0
130,32,Carlson-Cruz,1897.5424935217839,1897.5424935217839,15,0,2028.1076737835729,0.9356221654552439,0
131,11,Blair PLC,504.68709706280987,504.68709706280987,16,0,808.4042664547113,0.6243003878197414,0
132,29,"Ross, Robinson and Bright",234.2726367332379,234.2726367332379,11,0,380.27630661667183,0.616058988311861,0
133,32,Carlson-Cruz,2184.6885444846475,2184.6885444846475,16,0,2004.1788362033342,1.090066667215819,0
134,18,"Flowers, Martin and Kelly",153.07409563981216,153.07409563981216,17,0,192.29670691044413,0.7960307698410113,0
135,30,"Snyder, Campos and Callahan",727.8255953708813,727.8255953708813,16,1,1343.1822757661805,0.541866586912572,1
136,11,Blair PLC,940.6420656131364,994.6500062888485,16,0,735.7451050296568,1.278489057124234,1
137,4,Davis and Sons,1179.425120155709,1179.425120155709,14,0,1478.063213186073,0.7979530981042227,0
138,4,Davis and Sons,1014.3908521808098,1014.3908521808098,10,0,1490.75815687645,0.6804529946736892,0
139,18,"Flowers, Martin and Kelly",214.98187828154468,214.98187828154468,1,0,188.16952140099528,1.1424904345874984,1
140,37,Smith-Bowen,331.0319205615856,331.0319205615856,16,0,290.65824112070214,1.1389042997205692,1
141,6,"Gardner, Robinson and Lawrence",3542.180589131992,3542.180589131992,23,0,1924.6603364724413,1.8404185517867409,1
142,19,"Adams, Zuniga and Wong",1848.177181605373,1848.177181605373,12,0,1535.1749564727982,1.2038870057206545,0
143,29,"Ross, Robinson and Bright",386.5750089560289,386.5750089560289,13,0,365.0460693943927,1.058975952260909,1
144,9,Garcia-James,287.5669188212492,287.5669188212492,11,0,380.6463054848193,0.7554701429585208,0
145,29,"Ross, Robinson and Bright",430.347965274868,430.347965274868,11,0,360.66877376250875,1.1931944115523603,0
146,13,Arnold Ltd,1526.359881930312,1526.359881930312,9,0,1287.8991757579852,1.1851547936832727,0
147,33,"Ferrell, Rice and Maddox",937.1793708486558,937.1793708486558,18,0,683.3128027975915,1.3715232131048827,0
148,24,Morales-Jones,1572.663432073565,1572.663432073565,9,1,1817.1859091334695,0.8654389317950931,1
149,22,"Watts, Robinson and Nguyen",664.8677294696412,664.8677294696412,8,1,651.362765550057,1.0207333987047595,1
150,8,"Henderson, Ramirez and Lewis",1404.154977304575,1404.154977304575,18,0,1759.8570803433006,0.7978801193507499,0
151,19,"Adams, Zuniga and Wong",2027.600606481772,2027.600606481772,14,0,1518.8637360294895,1.3349456955119543,0
152,35,"Dyer, Potter and Mack",1404.418077861202,1350.448918368902,2,0,1039.708238284281,1.3507809461804041,1
153,1,"Rodriguez, Figueroa and Sanchez",1686.577526101529,1686.577526101529,12,0,1451.2885490261451,1.1621241876629353,0
154,31,Burton Ltd,1412.7634908014863,1412.7634908014863,16,0,1584.841410044185,0.8914226255370868,0
155,20,"Reid, Ferguson and Sanchez",1626.184210362644,1626.184210362644,12,0,1446.977100572412,1.123849306059743,1
156,29,"Ross, Robinson and Bright",199.82776360820856,199.82776360820856,9,0,383.72079392917476,0.520763447719468,0
157,27,Baker and Sons,780.8377554794884,780.8377554794884,16,0,965.6956041384663,0.8085754477220629,0
158,18,"Flowers, Martin and Kelly",143.4515976856256,143.4515976856256,9,0,192.93820677405657,0.7435105782527404,0
159,13,Arnold Ltd,730.9029693978187,730.9029693978187,5,0,1340.929636593485,0.5450718288653937,0
160,26,Wilkerson-Day,337.5852314369623,337.5852314369623,14,0,443.25251437091816,0.7616092870134687,0
161,6,"Gardner, Robinson and Lawrence",1553.1776412676486,1596.884226361932,18,0,2077.660563231237,0.7475608233387759,1
162,24,Morales-Jones,2366.3361675955252,2366.3361675955252,18,0,1717.9768171932246,1.3773970311552686,0
163,4,Davis and Sons,1326.0845814786192,1326.0845814786192,11,0,1466.7817161612338,0.9040776598641834,0
164,26,Wilkerson-Day,331.96322577572613,331.96322577572613,16,0,443.877181666611,0.7478717976204922,0
165,26,Wilkerson-Day,423.47267569511433,423.47267569511433,14,0,433.70946500890125,0.9763971272483601,0
166,4,Davis and Sons,1832.6980857143424,1832.6980857143424,4,0,1427.8114466046395,1.2835715038372402,1
167,31,Burton Ltd,1177.03478262748,1177.03478262748,13,0,1614.307498565936,0.7291267516709762,0
168,17,James Group,901.0880805908529,901.0880805908529,9,0,1084.7364600317817,0.830697698281896,0
169,32,Carlson-Cruz,2226.86286217621,2226.86286217621,12,0,2000.6643097290373,1.1130617222225592,1
170,2,Doyle Ltd,857.009331531091,857.009331531091,15,0,898.992487339739,0.9532997701316918,0
171,8,"Henderson, Ramirez and Lewis",1860.9416956953437,1860.9416956953437,18,0,1709.1030005221041,1.0888411611979238,0
172,20,"Reid, Ferguson and Sanchez",1277.3801006076878,1277.3801006076878,5,0,1481.8575115479075,0.8620127715743545,1
173,8,"Henderson, Ramirez and Lewis",1886.3191433792665,1886.3191433792665,8,0,1706.2832841127793,1.105513463645107,1
174,14,"Mcclure, Ward and Lee",1277.186865812385,1277.186865812385,15,0,1521.6173255945855,0.8393614112623966,0
175,27,Baker and Sons,957.209698202261,957.209698202261,17,0,952.1285316213299,1.005336639342462,0
176,6,"Gardner, Robinson and Lawrence",1852.2839567926965,1852.2839567926965,18,0,2054.6523851139254,0.9015072185507389,0
177,28,"Hoffman, Baker and Richards",99.9218829788534,99.9218829788534,12,0,142.61360972520384,0.700647597178058,0
178,5,"Guzman, Hoffman and Baldwin",158.05402862277947,158.05402862277947,9,0,276.3796500102967,0.5718728879528253,0
179,8,"Henderson, Ramirez and Lewis",1878.8290438110203,1878.8290438110203,10,0,1707.11551739814,1.1005869401706299,0
180,24,Morales-Jones,1641.0942905568736,1641.0942905568736,17,0,1808.632051823056,0.907367692009379,0
181,32,Carlson-Cruz,1499.8820872588078,1499.8820872588078,17,0,2061.2460409721543,0.7276579590427797,0
182,7,Blake and Sons,1497.772419948091,1497.772419948091,15,0,1477.1196289206075,1.013981799864494,0
183,12,Dudley Group,2462.2368800435383,2462.2368800435383,9,0,2037.7014411392288,1.2083403536618997,0
184,38,"Baker, Mason and White",552.7696102416003,552.7696102416003,9,0,1001.4630368461011,0.5519620693964231,0
185,40,"Romero, Gonzalez and Brooks",932.8421834232197,932.8421834232197,13,0,1307.6332637725313,0.7133821150526283,0
186,24,Morales-Jones,1422.4486027680227,1422.4486027680227,4,0,1835.9627627966624,0.7747698545918508,1
187,18,"Flowers, Martin and Kelly",251.36259043070154,251.36259043070154,14,0,185.7441405910515,1.353273323351398,0
188,14,"Mcclure, Ward and Lee",1775.4895229211538,1775.4895229211538,8,0,1450.4312317219042,1.2241114808410125,0
189,25,"Walter, Edwards and Rios",1899.390743268114,1899.390743268114,15,0,1795.7172390077762,1.0577337578591286,0
190,24,Morales-Jones,1347.2441497204993,1347.2441497204993,13,0,1845.3633194276028,0.730069865124657,0
191,12,Dudley Group,1403.7981878950989,1403.7981878950989,8,0,2108.264020615791,0.6658550229800304,0
192,1,"Rodriguez, Figueroa and Sanchez",1743.920023430295,1743.920023430295,4,0,1446.5100075820812,1.2056052251898004,1
193,7,Blake and Sons,1556.7374731163852,1556.7374731163852,9,0,1472.2058744899166,1.057418327213072,0
194,39,Harrell LLC,564.8864908650008,549.521087992111,12,0,503.636830082095,1.121614737295765,1
195,17,James Group,1177.0616722714967,1177.0616722714967,15,0,1050.2397610717012,1.1207551988608602,0
196,20,"Reid, Ferguson and Sanchez",1556.8502803943984,1564.1965438620218,17,0,1453.9104935692367,1.0708020110457093,1
197,19,"Adams, Zuniga and Wong",1109.8054146461534,1058.2942181490312,12,0,1602.2996625600003,0.6926328704788048,1
198,32,Carlson-Cruz,2606.185974832054,2556.9213211245947,11,0,1969.0540503410505,1.323572592829866,1
199,3,"Mcclain, Miller and Henderson",1083.1165375569644,1083.1165375569644,18,0,2029.4186067794583,0.5337077988438239,0
200,4,Davis and Sons,1445.2098626921097,1445.2098626921097,13,0,1457.6182329909655,0.9914872289478746,0
201,12,Dudley Group,2343.803600124942,2343.803600124942,11,0,2045.5969931338016,1.1457797444912625,0
202,20,"Reid, Ferguson and Sanchez",2008.9687134949154,2026.1744749527873,4,0,1408.698650259185,1.4261167305905258,1
203,27,Baker and Sons,767.9779295187767,792.0476908003385,12,0,966.6848215200595,0.7944450067098117,1
204,20,"Reid, Ferguson and Sanchez",1189.3497223510303,1228.4340296234298,8,0,1490.6605493735735,0.7978675781356364,0
205,18,"Flowers, Martin and Kelly",272.56956446160007,272.56956446160007,11,0,184.33034232232495,1.4787015584497623,0
206,38,"Baker, Mason and White",1298.7245272470523,1298.7245272470523,13,0,933.6489534819692,1.3910201713433756,0
207,7,Blake and Sons,1218.7321361860174,1218.7321361860174,18,0,1500.3729859007806,0.812286109946405,0
208,23,Perez Inc,2405.8819127023853,2405.8819127023853,16,0,1989.93539270551,1.2090251379625727,0
209,22,"Watts, Robinson and Nguyen",869.8724471505283,869.8724471505283,16,0,610.3618220138795,1.4251750613765413,0
210,19,"Adams, Zuniga and Wong",1858.5360398800758,1858.5360398800758,13,0,1534.2332420841892,1.2113777676693638,0
211,33,"Ferrell, Rice and Maddox",936.696908262056,936.696908262056,9,0,683.3731106209166,1.3706961741748487,0
212,11,Blair PLC,906.1405868971023,934.9632594743694,12,0,741.4953514823292,1.2220448652653446,1
213,39,Harrell LLC,577.4758803905391,584.7134881480165,18,0,502.6684155032075,1.1488206988546197,1
214,14,"Mcclure, Ward and Lee",1689.3345535362437,1689.3345535362437,8,0,1462.739084491177,1.154911748409245,0
215,22,"Watts, Robinson and Nguyen",645.0913897815543,645.0913897815543,17,0,655.3180334876744,0.9843943807685366,0
216,21,Gray-Mayo,1109.7967079850498,1109.7967079850498,15,0,1507.7962878929181,0.7360388912589405,0
217,34,Frazier Inc,1176.0916736765967,1176.0916736765967,11,0,839.3065835704202,1.4012658743524786,1
218,18,"Flowers, Martin and Kelly",268.76854955381094,268.76854955381094,16,0,184.58374331617753,1.4560792013705748,0
219,12,Dudley Group,2608.7486798129767,2608.7486798129767,17,0,2027.933987821266,1.2864070997773036,0
220,1,"Rodriguez, Figueroa and Sanchez",1661.939662036505,1661.939662036505,5,0,1453.341704364897,1.1435298781044505,1
221,15,Williams and Sons,1282.0378532075451,1282.0378532075451,5,0,1004.6396871135363,1.2761170692858161,1
222,34,Frazier Inc,774.7273953594246,774.7273953594246,8,0,875.7942452356176,0.8845997785141844,0
223,1,"Rodriguez, Figueroa and Sanchez",1640.3036159106755,1640.3036159106755,9,0,1455.144708208716,1.127244326050493,1
224,36,Rodriguez-Graham,319.13753088331384,319.13753088331384,15,0,426.6143632896058,0.7480702909823698,0
225,22,"Watts, Robinson and Nguyen",818.6755177951852,775.628565176532,18,0,620.6012078849482,1.3191652020550975,1
226,6,"Gardner, Robinson and Lawrence",1409.7733168236134,1409.7733168236134,8,0,2088.691665111547,0.6749552077847374,0
227,13,Arnold Ltd,1288.933536156839,1288.933536156839,15,0,1303.72759880955,0.9886524894723255,0
228,23,Perez Inc,1904.518677586203,1904.518677586203,9,0,2031.715662298525,0.9373942982905289,0
229,13,Arnold Ltd,2046.2415698969373,2046.2415698969373,15,0,1253.2403965602102,1.6327606223939881,0
230,5,"Guzman, Hoffman and Baldwin",292.17698947289,292.17698947289,14,0,265.2027366061208,1.101711819462977,0
231,27,Baker and Sons,962.8570999589913,962.8570999589913,8,0,951.6941161015814,1.011729592175201,0
232,27,Baker and Sons,1021.7176677754512,1021.7176677754512,15,0,947.1663801156999,1.0787098119452303,0
233,5,"Guzman, Hoffman and Baldwin",236.2426628982422,236.2426628982422,17,0,269.8639304873415,0.8754140002023116,0
234,12,Dudley Group,1765.32891490126,1713.6945126617034,0,0,2084.161972148714,0.8470209794113335,1
235,10,Abbott-Munoz,770.2994282573443,770.2994282573443,17,0,873.6783274487634,0.8816739571722045,0
236,27,Baker and Sons,702.3731150823216,702.3731150823216,8,0,971.731345707479,0.7228058641773583,1
237,30,"Snyder, Campos and Callahan",1570.3487254358147,1515.5771469362883,10,0,1249.5685946478545,1.2567127024173974,1
238,30,"Snyder, Campos and Callahan",884.1004260470971,884.1004260470971,10,0,1325.8184056910454,0.666833724929535,0
239,38,"Baker, Mason and White",948.0948961546688,948.0948961546688,12,0,965.5243744903677,0.9819481736596255,0
240,31,Burton Ltd,1926.901804216017,1926.901804216017,9,0,1520.5741208673687,1.2672199123820875,0
241,13,Arnold Ltd,1701.3471407330196,1701.3471407330196,17,0,1276.2333585044714,1.3331003530002612,0
242,5,"Guzman, Hoffman and Baldwin",301.95126360830676,301.95126360830676,16,0,264.38821376150275,1.1420753569623516,0
243,25,"Walter, Edwards and Rios",1583.1747475526965,1583.1747475526965,16,0,1874.7712379366308,0.8444628952677636,0
244,37,Smith-Bowen,245.57829570638376,245.57829570638376,5,0,304.9005119299025,0.8054374659851109,1
245,40,"Romero, Gonzalez and Brooks",1034.290540534577,1034.290540534577,10,0,1293.1406413280515,0.7998283461823331,0
246,10,Abbott-Munoz,1011.7685290755131,1011.7685290755131,8,0,843.4946898464923,1.1994960267736186,0
247,10,Abbott-Munoz,1020.5774564701637,1020.5774564701637,18,0,842.3935739221611,1.2115209423053686,0
248,2,Doyle Ltd,1249.7085135874645,1249.7085135874645,11,0,849.9050895826923,1.4704094950191176,0
249,6,"Gardner, Robinson and Lawrence",2570.4651250703564,2570.4651250703564,15,0,1999.407679861798,1.285613309861864,0
250,23,Perez Inc,1879.6856225316767,1879.6856225316767,18,0,2033.785083553069,0.9242302137686166,0
